RP_Component_1,RP_Component_2,RP_Component_3,RP_Component_4,RP_Component_5,RP_Component_6,RP_Component_7,RP_Component_8,RP_Component_9,RP_Component_10,RP_Component_11,RP_Component_12,RP_Component_13,RP_Component_14,RP_Component_15,RP_Component_16,RP_Component_17,RP_Component_18,RP_Component_19,RP_Component_20
3356799732.6062913,2576448863.772784,3928638233.3510094,3480497285.5630527,2109169577.3008945,-1071752106.4905294,2782192928.305742,3123851975.967423,5887908765.659157,2701190961.6834664,-5828790934.601426,1011166735.4493885,-3147324456.22085,2357338060.409353,-21364604.088110063,-6737274645.776623,196058578.46636674,2302337724.295462,3936578755.1966786,-3789455747.1691403
-629639430.232313,990501022.4987468,3580831299.0393834,438072456.7744755,1084304408.7395208,-2195302710.1230245,-2335899586.2946653,1308182390.1965296,3896673400.9045796,2177394996.8680596,-1236837608.024293,902663862.1340886,867510369.8582817,-1139555579.1241171,460566849.1502082,-4821560882.283385,3491268052.324139,1625070950.4512355,3322675824.1571383,-3007351564.701186
-1406948791.4115887,-1624281480.4678097,-368102759.123554,-1152621740.4399107,-3073864826.55348,-859954513.7801888,-1071671940.320046,2030913399.7863824,3473880412.226494,-1221750566.9605947,1735241358.326801,192194501.85644224,-982205886.5339445,-2002158311.4758253,3000453148.5006804,-2683058515.2706585,3004699071.194436,-3012900.9644029564,2133762704.485808,-1618393309.518443
2755057571.8634334,275823570.76249987,2676978851.2350287,1930053116.875037,-3459324802.7140355,-3920689169.353638,-116146773.49389915,-652757329.9210248,1139213306.4995904,8324134433.875056,-5539433864.356501,2701343362.8935246,-2347879019.0652795,5248750126.5633745,-1531630579.308334,-2609973268.3041897,3231703216.030477,-1586772148.687593,-533939798.19040036,-3130625798.9040804
222914109.20596862,32316351.80852907,-151151576.2079031,245542234.90568945,-16973273.37618557,-70385060.47012335,407932670.6297585,230883264.96735373,58846272.66506353,143784384.84503666,-527315794.57627827,-2489966.8695570524,-369186203.70228696,360650951.9853271,-19254437.452083413,23402313.757163938,-324090863.660553,10020328.28996798,-44957236.93244553,-74767653.81571898
1300344808.538406,-425282915.007013,23855187.11758239,894362620.2760099,-2256265224.1093717,356616496.8972573,2364125535.8175983,2957437052.711686,5475109169.210556,-1129316917.7524934,-1007558646.4214169,59054062.63750925,-3838709292.9261327,29552529.172116857,2596427146.7254763,-4297364628.7375555,733493776.027474,613423159.077014,2803560714.3459096,-2085178869.6442819
271845072.0887025,142826771.9498558,134586842.38160276,149011912.2035384,116350572.07810807,174835808.0256231,265747868.3128322,29686585.510823376,154566661.82817167,-53474152.77558936,-112400401.30877976,13662275.177040886,-168242568.1110949,123028559.4592364,-36368415.7976195,-207775689.5017811,-129822410.84932333,58809023.54720795,87061346.46188526,-22332426.27284149
2776233397.519002,270240192.22586334,366911044.9962795,1600256192.2677715,-1193211015.7470682,287378488.80880934,3614296953.176675,3037656045.3160872,2750897720.582607,-583278568.7981385,-2309787506.086405,712382686.984581,-3384212522.2408414,1818332008.7579083,1793628263.1904023,-3297252546.851681,-345047613.902393,277846026.4819024,1664515771.1588337,-1614150470.1303437
1113788074.0901868,-475338918.85798246,-245660869.21803483,815214514.954033,-1998397656.924744,-87407906.41682158,2124723409.3355465,2738983731.3797855,3945558759.575702,-688722980.8253411,-1295123925.7727225,188451047.60685453,-3192481820.314367,427681720.993971,2188318059.852001,-3171208672.4458838,468777608.16109383,353003378.655454,2027520293.3369882,-1747256130.560291
3692724705.910619,1628509286.138136,-2003723928.3897326,2325929837.7508307,-826282735.9804398,-926554891.3269805,4697313499.746412,-233404078.281984,1916627074.323858,1275193581.8162792,-1861904538.3918407,394761356.0577012,-4498473853.701899,1645921791.9660935,-1935963002.6949456,688682674.5223598,-2437755384.932229,1023324419.6439154,1623772395.7302172,-1218063141.7435977
-1212108327.0678492,588575313.5888714,2724440695.272565,-153313496.79042417,-1461229614.078685,-1288885679.341704,-6315050715.627432,-1606573207.3457336,3555780174.366829,7849677922.426438,-4311339532.019121,1451617223.9675672,1281863961.9094708,3218913565.034242,1737144418.0582688,-7019791711.078589,4427111924.03343,-3776727235.0534854,1230897738.419424,-2725742525.8957596
-208851604.8441509,-2165157421.397,-1009869810.1109878,-1249259214.8815806,-6556187139.333165,33841293.03799236,-2633616805.0365,1399514760.1371639,3296162986.925748,2992208196.563104,-1503746370.9288054,1572096160.687915,-1894557324.0673249,2977485224.4528923,5707022395.018307,-6165199622.165577,4226500212.6557035,-5201885443.376341,786112413.3095976,-2038428610.9190474
2380290148.879653,774957657.6748708,-965185477.4657266,2696165053.233563,586492267.1688087,-714880125.9244376,3931031211.8675785,1977196592.9762194,511130806.10592926,1881689892.8487046,-5627405309.26435,-743477.7040858731,-3373015109.314628,3739517711.9493513,-739876441.92473,118710517.3937812,-3370836929.6475005,329811775.04292434,-408996773.86786324,-775952553.5576931
-83653961.69680248,31655526.671955887,2138452500.575344,-75827991.42057694,-2386746704.125281,-2629187944.718749,-4879009649.490936,343065109.70845515,-37748527.60147341,7739324109.152963,-5217209029.926894,2798387839.2695584,1589633968.7444277,4979565640.059168,2694257177.6872506,-5866133339.999938,4585356394.223842,-4665711518.28433,65978308.093682826,-2784352850.7558174
1572945316.384029,-47077771.303324565,-1308301858.7712672,1756047741.2109587,-668497998.5181922,-848256220.7803036,3092541780.374401,2262719779.9524026,679860973.9512036,1014490902.6747026,-4005625044.4452534,112604814.0220177,-2995792827.8608694,2684761306.1341896,358903446.62619984,-94534878.25314362,-2072695781.064344,-4687726.208691294,-145406976.7919852,-846559605.2493128
136534245.97416607,-1160744081.3295312,41167341.886233374,-476618465.76781285,-2837840580.261639,-746813931.9323962,309335380.008911,2697887903.7015753,2425183371.830904,-994699536.5861797,591840285.2061491,852085265.4780006,-1339895175.1026518,-487397691.0667872,3090374128.339733,-3073996095.340982,2534445850.558398,-337699021.2357995,1844128756.738063,-1710819177.9738467
2394447326.3364077,1823513369.4761043,3484923670.876602,3296247422.2287045,846448701.5218853,-2191131365.9238944,2223889937.629639,4301195396.384156,7739424187.466638,3034227337.235437,-6252920720.351212,968431658.4886309,-3900798639.4454403,1827807611.994211,1059452812.4106642,-7717334973.997258,1216897293.95012,2474248175.8331795,4873060675.547946,-4850267535.3988495
-2219857018.774827,-2058575966.7289584,272366176.2563908,1698975019.1179955,1242082199.2267992,-1969894820.8031816,-1075126891.007169,-2380543977.9773335,-417850661.3356515,-278902216.9900711,1400901079.3724232,24759031.82249603,-1712738767.7063434,-1221599210.5860727,-600629575.8064555,-639602418.9399947,1396847426.1810749,-343193758.9939211,4042081210.34734,3774580396.9989057
-1764700219.45859,-2122775999.9942334,-59475694.87864875,-1471483302.1285808,-4244348870.4979477,-679642109.4570041,-1391620648.615876,1923190158.763737,5541010125.528298,-1554314207.1370773,2740547544.2711535,-14231151.762726339,-1726202449.5027258,-2962159469.714532,3407640076.8911986,-3659056630.6988726,4070683802.766376,291315206.662046,2836200436.8118157,-2044495244.4979956
4159194805.377839,331984689.0125136,1722994217.083851,443430765.7765401,-4406157069.249497,-909324754.6213593,2751125551.438374,-5731199306.432694,625309460.0592613,2341753643.9271994,4517897610.652775,1408828111.2637677,-3144908016.207481,-394097524.4392862,-5533465799.554921,3165025021.9793463,2533834403.12846,1277258466.552057,-838605110.6794194,-106373569.07702973
117923292.87565443,525170471.62008,926865339.6702852,315794118.7652323,818995881.0596844,-447741349.1949074,-366434653.0729267,-10652625.026367895,154843198.17721835,791898051.2008651,-665994177.9705213,232176643.7364586,440811479.36081296,153757395.7133555,-430211809.9616932,-617987057.1108787,310509611.42771137,361600840.7677658,360790082.0342766,-434443198.8129456
606617393.7976015,1470285420.6412919,3655108627.240758,1019088801.0546652,1677282073.846615,-1827411357.3555155,-1058012323.9107498,1365134311.3998559,2485317185.947165,2221395311.3445063,-2051697854.8636155,1194424067.2300115,704872684.8719848,90006620.71820074,-3178104.1833175304,-4284268342.8692226,2460808081.53373,1417833562.308416,2635030638.304776,-2605578554.751545
-711826538.4004227,-1077729648.7903507,-373630635.48701316,-701080734.2028835,-1889581773.1490104,-1020721713.4193244,-544395964.7835768,1506940324.289579,749476547.1863068,-459471331.24439913,675240336.4474254,469073113.332021,-205110192.65865377,-656066297.8566531,1814117345.751629,-994560825.9979087,1793613549.223725,-299068179.5649067,752218587.189527,-891170907.691029
-1470925633.2362795,-2180845235.2662387,-1301338109.3812344,-1554907558.4344537,-4723582045.496283,-1214170499.3639965,-2736689539.499085,1209652924.3906202,974254610.1050278,1816117928.478551,-242320572.0622698,1064570513.2510849,-264616748.32527485,1069221861.6453757,3877983967.344127,-2624270630.4789724,3451950383.3906183,-3303410170.0857973,133330165.8306503,-1283959782.443902
-559994336.9249591,44239365.37004359,1932151227.0915034,-37717962.9527202,-184388751.3993764,-2390496886.507787,-1603438015.3736172,1800580477.152443,1307658683.9916658,1480669680.893487,-894904064.324092,1166540560.2528937,885665000.773186,-400131504.45455104,1093422782.9253917,-2796907438.3411884,2974874279.7382855,567832306.7807709,1841010651.627753,-2199120925.14404
5129916291.787928,278899136.04030824,1863851051.0980086,776603900.3699664,-5044548595.086625,-925676913.4139714,4016237462.134012,-2856182994.4405003,1938569214.5566719,1170524025.0939577,3727942898.659889,2113343403.1049278,-4133061850.90165,72319482.4640009,-2995041913.829866,277349862.32824534,3176521682.051416,1111490592.1430893,799930714.2093446,-1333753977.533257
-235943348.18602937,-624145092.6644467,480787637.13487905,133532667.70883586,-1436370955.0543804,-2266529754.954457,-252675683.61018157,2667385561.11252,1422246469.2391613,919292586.116839,-1419454728.1225812,991425998.8717816,-575018077.5461061,249738577.11765742,1820659376.74749,-2243660748.761199,2116350222.6169806,152764163.77450368,1467103677.6847775,-2078338361.0677073
-648212709.9119563,-2187827466.290082,-1106207589.3188767,-1399702112.4343216,-6498429146.209194,244010592.4314548,-3130984707.436501,881670756.6047843,3773012289.1837354,3082303705.849424,-1241746231.9692194,1262492763.9445963,-1828393472.4418063,2612769009.697001,5518377831.906456,-6105646853.874233,4194355644.199295,-5179643637.94549,820394967.9191613,-1908985698.5697262
540773124.8698355,-1996377662.4086292,1011075649.2726359,-1030924454.3083756,-5618728233.244434,-1611051221.0112314,54301938.95358144,-1408669756.2320209,2172932056.6524563,753973818.7082175,3664036951.312018,1036281668.3911259,-2057997543.264654,-1442778803.6029236,-569268055.6803157,257399550.7646705,4436147936.542481,324383299.222645,34788106.573038116,-1109916739.398088
2453916688.19025,1289996564.106375,899108263.0035626,1519134437.1931512,-3632532618.942029,-3915965721.8909397,5119488778.812352,1218445522.8056834,-706421372.6430118,2569463019.0971785,788859820.2210481,908897737.5122743,-1424093754.4127133,1836283190.1320426,-936458252.6928182,-641265189.5361553,-992096906.6031777,1287949685.8412921,586077110.4215734,-816250626.8368677
-1743769506.1737895,-2356137964.214965,-1210631364.4976194,-1693039019.298102,-4934536585.295404,-1277404386.655931,-2676522276.311602,1635894560.369046,2030495895.2622962,1088162367.5691679,422992692.61706465,910156608.0899512,-540932932.2133368,155688368.48150235,4197873917.9088864,-3062759332.7056947,3867502509.527936,-2719118637.462967,838791053.9026115,-1595399322.9844353
2431977729.7317057,-2336884897.050202,127575777.25247096,-1278362814.985441,-9924950969.768974,-1817512072.1331828,-1162296763.1826725,-4351810708.532464,556734541.0562528,5869125998.297864,2273333121.380585,2835184054.013116,-2992664049.117169,2962709421.0455575,-340244352.0539543,-416825709.1634362,6110505426.4028,-4335312987.984683,-1967858950.7436323,-1205186477.712888
1912125490.3891404,239010509.00767305,-1476184723.562827,2170551504.2412553,-496443217.9732579,-351767169.8979899,3326270953.969186,1765412773.5098221,1097401172.5738828,1717175640.7593024,-4956545795.155819,-117108215.26445928,-3559647236.564604,3498210175.0236588,25884617.11822183,-266339809.783962,-2850823314.119269,-347743928.4890556,-391694544.25224346,-701664262.259428
605854327.2890624,-2266718772.1445174,-2545417377.8028827,-115220660.82502456,-6744869328.193392,-1149194355.4031022,-1116188567.7576284,2259449314.5789313,1084450288.848283,5058363016.126919,-5264277789.713394,1868424972.4813478,-2955047558.1378374,6102988789.241392,5263504755.552977,-4400004420.166871,2171882394.7218504,-6181991509.459892,-941572438.7556442,-1952432987.596946
-134124978.3372992,-1042018349.1721119,-249919666.35349342,-406948514.6283684,-2198658682.537104,-950301494.5289415,180288802.97286937,2182366220.8008246,1393915519.9299026,-646476943.3846363,294838274.9741699,645842750.3704232,-899727247.3367416,-343015615.63282156,2273896034.108587,-1795806009.5873563,1836985141.7889316,-241643193.25855687,1170610735.858723,-1265493066.6574664
2306145472.4038234,-228772060.32200807,-1555450796.2851007,780562694.5156624,-3599500211.2482786,-1751907942.6350358,1231864383.9556525,1211727949.7239122,-280078259.62621516,3391380147.674462,-3151654696.4976,1948233389.5003133,-2383149065.5080547,3997958881.343165,1777629552.360847,-1765035013.6863558,899694583.3693122,-2831061780.631063,123726187.46904048,-1692829321.5963643
813547272.2180939,-772865079.2982897,-803142884.3408417,642103339.6118706,-1999979480.094955,-1096011204.2336905,1829526619.2138894,2862066205.7474318,1496230053.844036,-8655381.999140263,-1859626019.407552,565306490.6379032,-2297759975.5647902,1153808361.7230182,1935015624.6266358,-1533266659.2123766,316528929.7063865,-165046854.59089488,873271462.6738667,-1424660248.4565513
623690842.7545289,-369699226.41349185,1428196727.8303926,73973480.71212709,-2489749424.8569813,1180085555.6917942,861947125.4170897,2476764508.0263734,8186998354.602691,-2223997936.294017,1490660604.3440444,-82296266.7345937,-3332438469.182811,-2223622130.200356,3369808752.038652,-6719372785.837686,2806722584.402215,1175860364.1141353,4598959760.562197,-2625871841.942152
2412435536.674045,148340178.75158712,-2197236709.9406977,-491851702.1173609,-4207843631.0995855,-3101206432.186667,1039040203.0187814,-531496464.26391155,-1567402815.7774658,1620374118.1976678,2251639740.4864697,2608523634.566373,-1192704975.6155949,420926706.3073171,343212714.9415031,719020610.7525545,2704227030.3314877,-1378422305.9582725,1542258553.5422726,-1691259812.3377845
-173497808.2849236,166291141.3421254,1826097367.1940887,122293701.53976713,-106598840.08285534,-1898100114.8266175,-1076310584.993628,1673291271.8811333,1367740155.1964514,1190484471.6392639,-884348940.4775947,1051282565.8557432,541483805.7203172,-222440351.6632368,992108305.0176585,-2737652437.9874043,2500743994.6092963,551694322.2918806,1743425242.6535923,-1977814569.4866433
23843985.31943921,-588261970.8793441,312978064.37954146,-243712336.55491793,-1772934718.7516832,211637434.80285236,254411769.56804392,1527671841.0382023,3536210938.7493834,-1185855832.40508,921678694.2392174,97723387.85685846,-1501796715.7541103,-1124281480.857065,2049001297.3651881,-2971004458.3785815,1683238531.6411216,316273496.51871,2059570245.2165935,-1297830061.2442997
-705310553.5071554,-93983130.97672074,2019084968.6012754,-45722428.77086762,-2236699203.5228043,-3694960701.429549,-5464155806.32495,573063598.2139564,-430717674.91703486,8612911966.599777,-5989886949.618409,2864958327.2868886,1963035971.4217587,5089298695.812912,2454694224.9323926,-5380460683.144313,4741015375.644972,-4542351557.424638,-79262403.97800234,-3083057517.194693
-917071612.259409,-1363669770.424689,-463198337.94950515,-891797150.2563293,-2402003564.476583,-1258268546.9910965,-701151750.1893566,1894976115.0830874,1063287343.1180538,-607331347.473875,889581420.3779312,568283156.5193039,-292536128.71213865,-879826482.5648762,2308494521.590214,-1316502429.7133546,2284274313.5398793,-356460463.84981006,1000836925.0640045,-1141113138.7810502
150421215.08035758,-1614409320.3551183,-1539699111.5188642,305051399.7602612,-3275009157.477643,-2138622628.1083193,1548344695.2847092,3923772083.4813814,1613558990.3476233,96474307.19288675,-2049283144.543317,772530603.8628907,-2572862412.3151746,1075450605.8038652,2929628163.2183146,-1528578283.3590374,1055143945.3740602,-441642207.3437649,991582243.6798767,-1947564757.9979038
3417099231.7952247,-841619056.4336699,-2068725984.1471908,2049759296.7398684,-5350339393.356404,96627274.19266333,2480253277.348769,2935383556.4178777,2482164277.922122,5119031904.943452,-8038209287.328791,1677641754.8669112,-5537350369.678094,8160418749.077895,4330050221.329421,-5422667080.754554,-511570335.2401191,-5346994712.9802885,-541734294.134322,-2161197600.294571
-351163358.5909404,-116370774.80873907,977091378.1221974,-55504391.84394811,-367368983.458592,-1479153946.207865,-857370850.1163915,1261271040.8753314,840711941.9550897,790657515.3270241,-534561111.9395354,708461199.3570861,367171759.08906054,-220248164.32064855,849782198.4628134,-1676207776.437666,1808730998.5888944,274790072.13066244,1109328000.1138222,-1356663818.4309406
4364823892.257216,1990986376.4489362,-2124181398.9153292,2517817836.828843,43616190.33157345,-1651571023.3519208,5028526320.141971,-569603558.6117218,-1906326585.8459764,2126473102.7188141,-2656247767.709185,1088279724.7999997,-3207219580.7803493,3080727894.701314,-2948734745.9989448,2814231954.426814,-3172352161.3505993,456898327.7810169,-3023356.11530473,-514838874.4504812
-602801289.4739884,-1111234127.7363973,-276034506.2064017,-680172386.28501,-2109823399.7864654,-924949035.2856944,-403496874.3971865,1748281132.5221043,1328748046.8365328,-655439512.3362472,767335217.1233034,491119928.7168024,-491749483.9528553,-773211633.0634767,2106176672.7292259,-1514378002.1240506,1994937259.4098856,-231046219.68304026,1090006901.162886,-1093074205.126272
-99635569.39323863,-149843173.44432023,-552807119.6445858,-716052672.2257458,-2675332139.1528063,-1087452718.023783,-790115647.8699464,4028335177.028882,1474582112.2518258,1191658584.5767014,-415239780.4362085,519895211.6279691,-769077071.001207,-1594156517.1477344,1744497733.620674,763031367.7824299,1428937287.4974873,-1119102813.163871,1536104313.5880592,-1252701587.2335331
90120892.57569772,134046700.4684295,174341627.61161235,141779604.61218742,191714002.57859695,-118085307.93112817,27712838.65742481,53776451.04908316,48557226.283318155,223100300.51050273,-298353540.62672055,50961858.66189768,2868109.4060416343,135292690.11575174,-111582272.31429999,-132137347.8455923,-22985349.1410374,87229543.25121428,68020882.24484508,-116719714.57839817
392334951.37490886,-1131474038.3951504,-1310206274.8545241,533376121.667231,-2400129830.553032,-1642624237.7452826,1642581323.4407182,3142965912.38562,1246627293.1074934,252664569.23970476,-2158012182.045654,557911702.0839319,-2337462831.4574804,1239082806.988162,2103279469.914262,-1080456914.4738429,354755197.8815396,-308030872.04724383,663073829.6183264,-1509428280.151404
2323058048.38347,-431443388.37570465,-822051445.0441452,1923284822.856327,-2441982995.511806,-464098699.93748564,4183330580.234428,4261248882.3395844,4543944851.60488,-248558185.89483994,-3625521445.532008,365541319.85235304,-5102983441.909773,2063256352.4326866,2572605225.5196753,-3625123177.5001407,-640602905.1395059,375994704.70678836,2136328624.7656012,-2361285134.9404187
1940351707.624378,-1942710898.7421234,1792080001.0436108,-929726365.9604391,-7984368183.64698,-1107128035.9521859,1246769345.493465,-2132482194.2867055,6614510016.8212805,104225240.02910464,6052228981.971919,1200174005.6833928,-4674855306.092224,-2995123497.433049,-598196598.2835433,-1960192006.9513004,6261769894.189735,1333365352.8077817,2296341144.04354,-2324773357.8431454
5234815521.03846,1303689352.3379655,-1738518142.9867237,2512584090.7495794,-2568547888.832427,-1732654887.961514,6248675689.832617,2132765311.8337817,2161598286.2813964,652975310.5661343,-1984372266.5921717,1729273691.319179,-5546017898.17737,2340936338.4277887,-123721.33996852601,-1224933716.844024,-973728230.0816793,725146629.0515804,2712607038.6671696,-2496322462.837892
1117960986.276098,16683611.749114184,-849608304.9760909,-78703226.79033129,-1732843879.6788628,-1484923049.8642137,979566473.027961,415054538.6469047,-243143967.72378975,97953430.89819,1055292651.5493264,1077188190.381541,-824211505.0990794,-201749952.51282066,284260889.16582334,179425425.79834092,1147887833.7038314,-15194787.652248068,1055037345.0979574,-953893185.1394018
-297692720.045496,-1022243003.2344687,-465196309.15981084,-347599015.60452193,-2016110236.8945653,-1007749754.0105735,114486150.77565576,1950393718.562945,1204357285.3091,-414828369.158911,50935894.92696193,487333279.1886974,-875008532.8598094,-246886942.18314353,1961229829.0329401,-1334213805.1850827,1485673122.4172194,-232738349.4735738,922273651.1257477,-1112464643.2953794
2573276416.1614504,603132484.5135796,-1685164117.8115413,482949786.85558987,-2159692809.459918,-2424145186.2330914,2463633535.3762636,140110128.86349264,-1136423019.2858508,743881227.7915545,883046368.7548119,1722746709.3220568,-1691763840.809482,469578659.6717524,-600152435.8155308,1251264660.577377,684751576.421423,83624230.59446342,1278274963.216718,-1277179336.9433384
1194389517.523624,-470810512.12138957,-1084705112.6001718,1215706377.2742987,-1505491718.5298893,-973831339.915654,2533069448.8805556,2726539160.4201336,1453501869.4615507,434389462.8488325,-2949633839.7261486,321651528.5005592,-2861338597.9768176,1862530339.9146006,1318788139.460552,-1055482393.953636,-797580249.2755147,-48160328.39312196,540924422.9102801,-1264284619.2017763
1597638619.3638895,5118939716.546878,5911351366.614965,2513995059.5668955,-86596671.05098863,259048012.5518222,-2180835707.7240562,13244124.4385096,2850143003.1362934,4756696651.140556,-5669317.878508914,3006258480.5846863,624028148.9641759,1614683560.4225812,-716736178.5126313,-3954692106.1590424,4252038782.515575,1296229460.309687,4031999700.7643156,-3057948515.965715
1621748047.9789283,-406531455.49365336,-689719981.6681626,1338671618.3158875,-1863653840.3111129,-537593194.0805554,2976265251.730978,3193424908.787815,2952446945.521703,-103946716.9604502,-2685032617.582631,354833510.972869,-3576739199.1119204,1584545091.7150333,1922351279.5711627,-2440782299.5225296,-396448325.3080052,177496102.14558017,1413375105.0846364,-1710534684.8831742
2024116124.022749,1677180370.5547397,2664839814.74761,2821433287.3883867,1576557987.126693,-3194796109.425886,1323409334.5403955,3205743810.796423,2043945570.9276576,4337442814.605191,-6736822610.400597,1558299535.2697861,-1430710388.385768,3343070478.8321,-167688517.2136311,-3980156876.314322,455590216.1201992,1123037322.7669446,1981777963.7654023,-3396824837.9568768
1148812118.929286,-1710248093.3094976,-2112463609.8473568,266998343.21642438,-6112700514.2406,-267337556.14882195,-698523405.5835826,1705749904.5244622,1928459473.7507877,4972553626.487428,-5363070626.932259,1595689361.1799572,-3357587111.121968,6179518223.938367,4798423419.554698,-4942252351.177802,1600293850.4179032,-5936141499.6269245,-687045770.3663723,-1808193524.887625
2913693104.29096,1814852857.871847,-719642280.4205301,714433805.9317665,-436490539.51735365,-534326959.4752274,2337169096.5388536,-1986282322.7429569,88865828.88694823,354833473.866409,1935916161.2940545,936807912.7714032,-1481209008.426598,-366090922.978344,-2158598935.579054,927058536.2568498,-175316744.83344606,745017599.2112029,1663610795.186361,-595667761.7262423
1614725489.6922183,-2136336657.8995318,690644114.784054,-1240404318.6779504,-7523394892.20721,-3034471129.3093705,696706865.1583352,-2439618099.904031,1175622804.5089755,1511359191.3462443,5240109529.196183,2024614088.8133836,-2568218500.181832,-1597177849.8688378,-1619222730.735737,1718619458.925047,5732493109.912774,351981498.53784823,-33091530.952630877,-1478261104.1275308
